TESTNUMBER,WO,TESTSN,OPERATION,PN,EQUPMENT,FIXTUREID,TESTRESULT,TESTOP,TESTDATE,TESTREASON,TEST_STATUS,CHNumber,CH_Pass_Fail,FailureCodeID,Power(dBm),Bias_Setpoint,Tops_Setpoint,RxP1,DD_RxP1,dRxP1,Rxp_Offset,Rxp_Slope,DDMI_TxP,dTxP,Txp_Offset,Txp_Slope,Tops_off,I2C_Vcc,DDMI_Vcc,dVcc(%),Vcc_Offset,Vcc_Slope,DDMI_Temp,Tx_Disable(dBm),Tops_Mid,TXP_MPDOut_4.5dB,TXP_MPDOut_3.5dB,TXP_MPDOut_3dB,TXP_MPDOut_2.5dB,Outer_OMA(dB),Outer_ER(dB),TDECQ(dB),OMA_TDECQ(dB),RLM,Ceq(dB),TDECQ_Ceq(dB),Rise_Time(ps),Fall_Time(ps),DDMI_Bias(mA),WL(nm),error_WL(nm),ndB_Width(nm),SMSR(dB),LOS_A,LOS_D,LOS_Hys,Tops_room,Case_Temp,dTemp,Tempoffset,ICC(mA),HP_CP(W),Location,Port_SN,AOIBert_SN,Overshoot,Undershoot,TDECQ_4.8E-6,Vbias,Tap2,Tap3,Low_Eye,Sen_MSB,OMA_Sen_MSB,Sen_LSB,OMA_Sen_LSB,LD_Temp,Mode_hopping2,DSP_VCC2.6,DSP_VCC1.8,DSP_VCC0.9,DSP_VCC0.7,LD_Temp_Cal,DSP_Temp,DSP_Temp_Cal,NTC_Temp,Up_Eye,MSB_BER,LSB_BER,Level0,Level1,Level2,Level3,Mode_hopping,Sen,OMA_Sen,RSSI
A2026022319491332420,240016222,P168252403926,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Fail,TW83406,2026/2/23 19:49,0,0,3_RT,Fail,dTemp ACH3 6.12.,1.39,368,931,-6,-6.09,0.09,-80.99,15.9,1.96,-0.57,-365.53,27.56,0.94,3.28,3.28,0,1150.68,23.72,32.15,-28.44,,,,,,0.95,4.23,1.33,-0.38,0.985,0.33,1,10,10,193,1309.88,-1.12,0.16,56.59,-13.1,-11.3,1.8,0,38.27,6.12,-13.65,3600,11.81,B Slot5 Port1,B20250625005,01B,10.2,9.14,2.17,5,-95,780,1060,-9.03,-9.08,-8.71,-8.77,36.75,0,2.3932,1.7497,0.9414,0.6447,38.37,51,46.04,40.18,2000,2.00E-06,2.00E-06,738.64,1179.26,1615.28,2050.86,,,,
A2026022319491332420,240016222,P168252403926,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Fail,TW83406,2026/2/23 19:49,0,0,4_RT,Fail,dTemp ACH4 6.12.,1.75,368,1101,-6,-6.61,0.61,-61.91,15.17,2.32,-0.57,-347.5,28.15,0.9,3.28,3.28,0,1150.68,23.72,32.15,-26.28,,,,,,1.34,4.26,1.18,0.16,0.992,0.2,0.98,8.97,9.41,193,1309.89,-1.11,0.16,56.62,-12.9,-10.9,2,0,38.27,6.12,-13.65,3600,11.81,B Slot5 Port1,B20250625005,01B,9.57,8.8,2.09,5,-95,780,1060,-8.58,-8.64,-8.39,-8.44,36.75,0,2.3932,1.7497,0.9414,0.6447,38.37,51,46.04,40.18,2000,2.00E-06,2.00E-06,781.71,1248.96,1713.16,2177.71,,,,
A2026022319491332420,240016222,P168252403926,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Fail,TW83406,2026/2/23 19:49,0,0,5_RT,Fail,dTemp ACH5 6.12.,1.21,450,809,-6,-5.93,-0.07,-67.61,14.23,1.85,-0.64,-306.42,35.25,1.65,3.28,3.28,0,1150.68,23.72,32.15,-21.64,,,,,,0.88,4.36,1.24,-0.36,0.992,0.33,0.91,8.82,10,163,1309.95,-1.05,0.16,53.41,-13.3,-11.5,1.8,0,38.27,6.12,-13.65,3600,11.81,B Slot5 Port1,B20250625005,01B,9.78,9.08,2.23,5,-95,780,1060,-9.56,-9.61,-9.31,-9.37,36.58,0,2.3932,1.7497,0.9414,0.6447,38.21,51,46.04,40.18,2000,2.00E-06,2.00E-06,659.46,1063.37,1469.2,1875.77,,,,
A2026022319491332420,240016222,P168252403926,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Fail,TW83406,2026/2/23 19:49,0,0,6_RT,Fail,dTemp ACH6 6.12.,2.3,450,805,-6,-5.68,-0.32,-82.11,14.43,1.91,0.39,2.6,32.77,0.73,3.28,3.28,0,1150.68,23.72,32.15,-21.83,,,,,,2.01,4.41,1.18,0.83,0.968,0.32,0.86,9.71,10.29,163,1309.96,-1.04,0.16,53.44,-13.5,-11.7,1.8,0,38.27,6.12,-13.65,3600,11.81,B Slot5 Port1,B20250625005,01B,8.97,8.73,2.27,5,-95,780,1060,-9.98,-10.03,-9.73,-9.78,36.58,0,2.3932,1.7497,0.9414,0.6447,38.21,51,46.04,40.18,2000,2.00E-06,2.00E-06,884.04,1436.82,1990.6,2557.37,,,,
A2026022319491332420,240016222,P168252403926,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Fail,TW83406,2026/2/23 19:49,0,0,7_RT,Fail,dTemp ACH7 6.12.,2.5,450,808,-6,-5.73,-0.27,-53.49,14.05,2.81,-0.31,679.93,33.27,0.72,3.28,3.28,0,1150.68,23.72,32.15,-25.49,,,,,,2.15,4.33,1.16,0.99,0.992,0.36,0.8,9.12,9.26,163,1309.96,-1.04,0.16,53.43,-13.7,-11.7,2,0,38.27,6.12,-13.65,3600,11.81,B Slot5 Port1,B20250625005,01B,8.88,8.29,2.36,5,-95,780,1060,-9.64,-9.7,-9.59,-9.64,36.58,0,2.3932,1.7497,0.9414,0.6447,38.21,51,46.04,40.18,2000,2.00E-06,2.00E-06,879.84,1416.76,1957,2497.11,,,,
A2026022319491332420,240016222,P168252403926,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Fail,TW83406,2026/2/23 19:49,0,0,8_RT,Fail,dTemp ACH8 6.12.,2.32,450,807,-6,-5.97,-0.03,-53.26,14.43,2.76,-0.44,-455.34,37.52,2.12,3.28,3.28,0,1150.68,23.72,32.15,-28.14,,,,,,1.98,4.35,1.02,0.96,0.988,0.38,0.64,9.12,9.41,163,1309.96,-1.04,0.16,53.52,-13.5,-11.5,2,0,38.27,6.12,-13.65,3600,11.81,B Slot5 Port1,B20250625005,01B,9.78,9.04,2.25,5,-95,780,1060,-9.47,-9.52,-9.34,-9.39,36.58,0,2.3932,1.7497,0.9414,0.6447,38.21,51,46.04,40.18,2000,2.00E-06,2.00E-06,872.52,1416.53,1955.47,2494.52,,,,
A2026022317012279654,240016222,P168252500356,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83406,2026/2/23 17:01,0,0,1_RT,Pass,0,1.34,292,1100,-6,-5.84,-0.16,-53.81,13.51,2.04,-0.7,28.27,39.46,0.78,3.32,3.31,0,110.94,24.41,38.05,-29.05,,,,,,1.42,4.88,1.35,0.07,0.998,0.53,0.82,9.12,9.56,199,1310.15,-0.85,0.16,56.39,-13.5,-11.5,2,0,38.02,-0.03,-7.36,3581.25,11.88,A Slot4 Port1,A20250625004,01A,9.47,8.75,1.98,5,-95,780,1060,-10.01,-10.06,-9.8,-9.85,36.1,0,2.4005,1.7509,0.9426,0.6422,37.7,50,45.15,39.83,2000,2.00E-06,2.00E-06,631.16,1086.75,1557.08,2043.18,,,,
A2026022317012279654,240016222,P168252500356,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83406,2026/2/23 17:01,0,0,2_RT,Pass,0,2.06,292,1100,-6,-5.97,-0.03,-47.76,14.16,2.31,-0.25,-258.98,41.87,2.17,3.32,3.31,0,110.94,24.41,38.05,-30.26,,,,,,2.23,5.01,1.2,1.03,0.979,0.37,0.83,9.41,9.26,199,1310.16,-0.84,0.17,56.56,-13.7,-11.5,2.2,0,38.02,-0.03,-7.36,3581.25,11.88,A Slot4 Port1,A20250625004,01A,9.52,8.06,2.05,5,-95,780,1060,-9.53,-9.59,-9.13,-9.18,36.1,0,2.4005,1.7509,0.9426,0.6422,37.7,50,45.15,39.83,2000,2.00E-06,2.00E-06,775.21,1348.1,1945.83,2558.95,,,,
A2026022317012279654,240016222,P168252500356,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83406,2026/2/23 17:01,0,0,3_RT,Pass,0,2.1,292,1031,-6,-5.71,-0.29,-64.96,15.21,2.58,-0.48,2.35,38.63,0.81,3.32,3.31,0,110.94,24.41,38.05,-33.49,,,,,,2.13,4.81,1.39,0.74,0.992,0.51,0.88,8.38,9.56,199,1310.17,-0.83,0.16,56.52,-13.7,-11.7,2,0,38.02,-0.03,-7.36,3581.25,11.88,A Slot4 Port1,A20250625004,01A,8.87,8.21,3.03,5,-95,780,1060,-9.67,-9.72,-9.43,-9.48,36.1,0,2.4005,1.7509,0.9426,0.6422,37.7,50,45.15,39.83,2000,2.00E-06,2.00E-06,736.62,1258.86,1793.64,2345.82,,,,
A2026022317012279654,240016222,P168252500356,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83406,2026/2/23 17:01,0,0,4_RT,Pass,0,1.25,292,1100,-6,-5.65,-0.35,-64.91,15,2.25,-1,-677.02,39.55,0.96,3.32,3.31,0,110.94,24.41,38.05,-27.33,,,,,,1.44,5.03,1.28,0.16,0.979,0.35,0.93,8.97,9.56,199,1310.18,-0.82,0.17,56.5,-13.7,-11.7,2,0,38.02,-0.03,-7.36,3581.25,11.88,A Slot4 Port1,A20250625004,01A,9.54,8.36,2.46,5,-95,780,1070,-9.92,-9.98,-9.59,-9.65,36.1,0,2.4005,1.7509,0.9426,0.6422,37.7,50,45.15,39.83,2010,2.00E-06,2.00E-06,615.09,1074.06,1551.39,2039.32,,,,
A2026022317012279654,240016222,P168252500356,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83406,2026/2/23 17:01,0,0,5_RT,Pass,0,1.02,380,556,-6,-5.96,-0.04,-67.93,15.04,1.26,-0.24,-129.21,57.66,0.98,3.32,3.31,0,110.94,24.41,38.05,-26.92,,,,,,1.04,4.8,1.61,-0.57,0.977,0.46,1.15,8.53,9.71,226,1310.03,-0.97,0.17,55.32,-13.3,-11.5,1.8,0,38.02,-0.03,-7.36,3581.25,11.88,A Slot4 Port1,A20250625004,01A,8.67,8.1,2.35,5,-95,780,1060,-9.55,-9.6,-9.26,-9.31,36.15,0,2.4005,1.7509,0.9426,0.6422,37.78,50,45.15,39.83,2000,2.00E-06,2.00E-06,597.3,1013.44,1440.58,1883.11,,,,
A2026022317012279654,240016222,P168252500356,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83406,2026/2/23 17:01,0,0,6_RT,Pass,0,1.08,380,542,-6,-5.71,-0.29,-89.54,15.35,1.47,-0.39,140.19,51.26,2.57,3.32,3.31,0,110.94,24.41,38.05,-20.42,,,,,,1.11,4.81,1.5,-0.39,0.995,0.28,1.22,8.82,9.56,226,1310.04,-0.96,0.17,55.31,-13.5,-11.7,1.8,0,38.02,-0.03,-7.36,3581.25,11.88,A Slot4 Port1,A20250625004,01A,9.58,7.56,2.27,5,-95,780,1070,-9.56,-9.62,-9.3,-9.36,36.15,0,2.4005,1.7509,0.9426,0.6422,37.78,50,45.15,39.83,2010,2.00E-06,2.00E-06,643.47,1085.87,1539.01,2004.87,,,,
A2026022317012279654,240016222,P168252500356,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83406,2026/2/23 17:01,0,0,7_RT,Pass,0,0.87,380,610,-6,-5.8,-0.2,-58.89,15.13,2.35,-1.48,208.34,57.76,2.36,3.32,3.31,0,110.94,24.41,38.05,-24.24,,,,,,0.94,4.87,1.47,-0.53,0.991,0.5,0.97,8.97,10.59,226,1310.03,-0.97,0.17,55.45,-13.7,-11.7,2,0,38.02,-0.03,-7.36,3581.25,11.88,A Slot4 Port1,A20250625004,01A,9.94,8.87,2.43,5,-95,780,1070,-9.26,-9.31,-9.24,-9.29,36.15,0,2.4005,1.7509,0.9426,0.6422,37.78,50,45.15,39.83,2010,2.00E-06,2.00E-06,592.62,1026.48,1467.85,1922.12,,,,
A2026022317012279654,240016222,P168252500356,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83406,2026/2/23 17:01,0,0,8_RT,Pass,0,2.39,380,672,-6,-5.59,-0.41,-65,15.43,2.44,-0.05,-172.69,53.55,1.81,3.32,3.31,0,110.94,24.41,38.05,-21.84,,,,,,2.41,4.8,1.06,1.35,0.994,0.3,0.76,9.71,10.15,226,1310.04,-0.96,0.17,55.42,-13.7,-11.7,2,0,38.02,-0.03,-7.36,3581.25,11.88,A Slot4 Port1,A20250625004,01A,9.48,8.5,1.8,5,-95,780,1060,-9.52,-9.57,-9.37,-9.43,36.15,0,2.4005,1.7509,0.9426,0.6422,37.78,50,45.15,39.83,2000,2.00E-06,2.00E-06,835.24,1418.32,2024.78,2647.35,,,,
A2026022405245879565,240016222,P168252501793,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83887,2026/2/24 05:24,0,0,1_RT,Pass,0,2.33,300,657,-6,-6.28,0.28,-15.74,15.39,1.78,0.55,1247.37,43.29,1.6,3.29,3.29,0,1199.97,23.7,39.99,-20.85,,,,,,2.27,4.69,1.61,0.66,0.959,0.67,0.94,9.85,9.85,191,1310.26,-0.74,0.16,55.98,-13.3,-11.3,2,0,39.66,-0.33,-5.83,3470,11.42,A Slot6 Port1,A20250625006,01A,8.81,8.52,2.83,5,-95,780,1050,-8.87,-8.92,-8.66,-8.71,37.68,0,2.3968,1.7448,0.9414,0.6361,39.3,52,46.93,41.3,1990,2.00E-06,2.00E-06,829.86,1393.39,1965.84,2551.61,,,,
A2026022405245879565,240016222,P168252501793,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83887,2026/2/24 05:24,0,0,2_RT,Pass,0,2.06,300,684,-6,-6.26,0.26,-70.84,14.87,2,0.06,680.97,46.26,2.04,3.29,3.29,0,1199.97,23.7,39.99,-19.65,,,,,,2.01,4.71,1.25,0.76,0.971,0.43,0.82,8.53,9.71,191,1310.26,-0.74,0.16,56.08,-13.1,-11.1,2,0,39.66,-0.33,-5.83,3470,11.42,A Slot6 Port1,A20250625006,01A,9.3,8.14,2.27,5,-95,780,1060,-8.92,-8.97,-8.49,-8.54,37.68,0,2.3968,1.7448,0.9414,0.6361,39.3,52,46.93,41.3,2000,2.00E-06,2.00E-06,805.16,1361.15,1927.27,2497.52,,,,
A2026022405245879565,240016222,P168252501793,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83887,2026/2/24 05:24,0,0,3_RT,Pass,0,2.83,300,684,-6,-6.77,0.77,-30,14.51,2.62,0.21,263.97,53.77,1.23,3.29,3.29,0,1199.97,23.7,39.99,-20.32,,,,,,2.71,4.62,1.53,1.18,0.972,0.61,0.92,9.56,10.44,191,1310.26,-0.74,0.16,55.96,-12.9,-10.7,2.2,0,39.66,-0.33,-5.83,3470,11.42,A Slot6 Port1,A20250625006,01A,8.51,8.4,2.93,5,-95,780,1060,-8.56,-8.62,-8.32,-8.38,37.68,0,2.3968,1.7448,0.9414,0.6361,39.3,52,46.93,41.3,2000,2.00E-06,2.00E-06,921.86,1540.04,2164.73,2799.3,,,,
A2026022405245879565,240016222,P168252501793,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83887,2026/2/24 05:24,0,0,4_RT,Pass,0,2.18,300,684,-6,-5.7,-0.3,-61.91,16.59,2.47,-0.29,-560.11,56.42,1.49,3.29,3.29,0,1199.97,23.7,39.99,-19.76,,,,,,2.11,4.68,1.24,0.87,0.98,0.48,0.76,9.12,9.26,191,1310.27,-0.73,0.16,55.87,-13.7,-11.7,2,0,39.66,-0.33,-5.83,3470,11.42,A Slot6 Port1,A20250625006,01A,9.88,8.66,2.71,5,-95,780,1060,-9.44,-9.49,-9.08,-9.14,37.68,0,2.3968,1.7448,0.9414,0.6361,39.3,52,46.93,41.3,2000,2.00E-06,2.00E-06,799.07,1352.12,1907.83,2470.61,,,,
A2026022405245879565,240016222,P168252501793,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83887,2026/2/24 05:24,0,0,5_RT,Pass,0,1.56,400,854,-6,-5.9,-0.1,-19.44,14.16,1.82,-0.26,-137.84,45.68,1.65,3.29,3.29,0,1199.97,23.7,39.99,-30.2,,,,,,1.74,5.02,1.64,0.1,0.967,0.67,0.97,8.97,9.12,193,1310.19,-0.81,0.17,54.08,-13.7,-11.7,2,0,39.66,-0.33,-5.83,3470,11.42,A Slot6 Port1,A20250625006,01A,8.8,8.37,2.75,5,-95,780,1090,-9.82,-9.87,-9.45,-9.5,37.6,0,2.3968,1.7448,0.9414,0.6361,39.25,52,46.93,41.3,2030,2.00E-06,2.00E-06,643.37,1144.89,1647.35,2162,,,,
A2026022405245879565,240016222,P168252501793,TP2+TP3 RT TEST,4.00454E+11,T157100002125,T157100002125,Pass,TW83887,2026/2/24 05:24,0,0,6_RT,Pass,0,1.55,400,875,-6,-5.85,-0.15,-28.56,13.9,2.12,-0.57,-143.91,44.92,0.65,3.29,3.29,0,1199.97,23.7,39.99,-27.23,,,,,,1.72,5,1.22,0.5,0.97,0.51,0.71,8.97,9.41,193,1310.19,-0.81,0.17,54.05,-13.7,-11.7,2,0,39.66,-0.33,-5.83,3470,11.42,A Slot6 Port1,A20250625006,01A,9.46,8.74,2.22,5,-95,780,1075,-9.69,-9.75,-9.38,-9.43,37.6,0,2.3968,1.7448,0.9414,0.6361,39.25,52,46.93,41.3,2015,2.00E-06,2.00E-06,693.09,1226.38,1767.09,2316.11,,,,
