TESTNUMBER	WO	TESTSN	OPERATION	PN	EQUPMENT	FIXTUREID	TESTRESULT	TESTOP	TESTDATE	TESTREASON	TEST_STATUS	CHNumber	CH_Pass_Fail	FailureCodeID	Power(dBm)	Bias_Setpoint	Tops_Setpoint	RxP1	DD_RxP1	dRxP1	Rxp_Offset	Rxp_Slope	DDMI_TxP	dTxP	Txp_Offset	Txp_Slope	Tops_off	I2C_Vcc	DDMI_Vcc	dVcc(%)	Vcc_Offset	Vcc_Slope	DDMI_Temp	Tx_Disable(dBm)	Tops_Mid	TXP_MPDOut_4.5dB	TXP_MPDOut_3.5dB	TXP_MPDOut_3dB	TXP_MPDOut_2.5dB	Outer_OMA(dB)	Outer_ER(dB)	TDECQ(dB)	OMA_TDECQ(dB)	RLM	Ceq(dB)	TDECQ_Ceq(dB)	Rise_Time(ps)	Fall_Time(ps)	DDMI_Bias(mA)	WL(nm)	error_WL(nm)	ndB_Width(nm)	SMSR(dB)	LOS_A	LOS_D	LOS_Hys	Tops_room	Case_Temp	dTemp	Tempoffset	ICC(mA)	HP_CP(W)	Location	Port_SN	AOIBert_SN	Overshoot	Undershoot	TDECQ_4.8E-6	Vbias	Tap2	Tap3	Low_Eye	Sen_MSB	OMA_Sen_MSB	Sen_LSB	OMA_Sen_LSB	LD_Temp	Mode_hopping2	DSP_VCC2.6	DSP_VCC1.8	DSP_VCC0.9	DSP_VCC0.7	LD_Temp_Cal	DSP_Temp	DSP_Temp_Cal	NTC_Temp	Up_Eye	MSB_BER	LSB_BER	Level0	Level1	Level2	Level3	Mode_hopping	Sen	OMA_Sen	RSSI
A2026022408003380704	240016222	P168252501793	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83887	2026/2/24 08:00	0	0	3_HT	Pass	0	2.54	311	684	-6	-6.71	0.71	-30	14.51	2.92	-0.38	263.97	53.77	1.23	3.26	3.26	0.01	1199.97	23.7	73.71	-18.14						2.5	4.72	1.65	0.85	0.991	0.84	0.81	9.26	8.68	267	1313.69	2.69	0.16	55.25	-12.9	-10.9	2	0	73.79	0.07	-1.88	3761.25	12.28	A Slot2 Port1	A2025061102	03A	9.08	8.26	2.41	5	-95	780	1060	-7.98	-8.03	-7.61	-7.66	73.51	-0.19	2.3895	1.7448	0.9426	0.6374	75.55	92	82.68	72.27	2000	2.00E-06	2.00E-06	862.49	1464.48	2066.58	2672.49	-0.07			
A2026022408003380704	240016222	P168252501793	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83887	2026/2/24 08:00	0	0	4_HT	Pass	0	1.38	311	684	-6	-6.96	0.96	-61.91	16.59	2.78	-1.4	-560.11	56.42	1.49	3.26	3.26	0.01	1199.97	23.7	73.71	-19.5						1.45	4.86	1.46	-0.01	0.991	0.64	0.82	8.53	9.85	267	1313.72	2.72	0.16	55.19	-12.5	-10.5	2	0	73.79	0.07	-1.88	3761.25	12.28	A Slot2 Port1	A2025061102	03A	9.76	8.96	2.52	5	-95	780	1060	-7.43	-7.48	-7.2	-7.25	73.51	-0.17	2.3895	1.7448	0.9426	0.6374	75.55	92	82.68	72.27	2000	2.00E-06	2.00E-06	690.39	1199.04	1708.45	2220.78	-0.05			
A2026022408003380704	240016222	P168252501793	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83887	2026/2/24 08:00	0	0	5_HT	Pass	0	1.02	410	854	-6	-7.23	1.23	-19.44	14.16	2.21	-1.19	-137.84	45.68	1.65	3.26	3.26	0.01	1199.97	23.7	73.71	-24.48						1.35	5.24	1.65	-0.3	0.958	0.84	0.81	9.26	9.85	301	1313.8	2.8	0.17	52.53	-12.5	-10.3	2.2	0	73.79	0.07	-1.88	3761.25	12.28	A Slot2 Port1	A2025061102	03A	9.37	7.95	3.43	5	-95	780	1090	-7.88	-7.94	-7.53	-7.59	73.45	-0.02	2.3895	1.7448	0.9426	0.6374	75.54	92	82.68	72.27	2030	2.00E-06	2.00E-06	547.8	998.77	1457.39	1926.78	0.11			
A2026022408003380704	240016222	P168252501793	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83887	2026/2/24 08:00	0	0	6_HT	Pass	0	1.3	410	875	-6	-5.97	-0.03	-28.56	13.9	2.45	-1.15	-143.91	44.92	0.65	3.26	3.26	0.01	1199.97	23.7	73.71	-27.67						1.71	5.37	1.42	0.29	0.966	0.7	0.72	9.41	9.85	301	1313.82	2.82	0.17	52.59	-13.5	-11.5	2	0	73.79	0.07	-1.88	3761.25	12.28	A Slot2 Port1	A2025061102	03A	10.62	9.06	2.81	5	-95	780	1075	-9.04	-9.1	-8.71	-8.76	73.45	0	2.3895	1.7448	0.9426	0.6374	75.54	92	82.68	72.27	2015	2.00E-06	2.00E-06	569.62	1066.66	1572.03	2086.28	0.13			
A2026022408003380704	240016222	P168252501793	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83887	2026/2/24 08:00	0	0	7_HT	Pass	0	0.87	410	886	-6	-6.71	0.71	-47.56	14.35	2.82	-1.95	-185.46	44.36	1.55	3.26	3.26	0.01	1199.97	23.7	73.71	-24.72						1.24	5.3	1.6	-0.36	0.948	0.9	0.7	9.26	9.71	301	1313.85	2.85	0.16	52.66	-12.7	-10.9	1.8	0	73.79	0.07	-1.88	3761.25	12.28	A Slot2 Port1	A2025061102	03A	10.13	8.95	3.23	5	-95	780	1070	-7.87	-7.92	-7.76	-7.81	73.45	0.02	2.3895	1.7448	0.9426	0.6374	75.54	92	82.68	72.27	2010	2.00E-06	2.00E-06	508.6	935.85	1376.45	1824.64	0.15			
A2026022408003380704	240016222	P168252501793	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83887	2026/2/24 08:00	0	0	8_HT	Pass	0	1.45	410	881	-6	-6.81	0.81	-45.19	13.94	2.4	-0.95	-79.79	40.17	2.45	3.26	3.26	0.01	1199.97	23.7	73.71	-28.27						1.71	5.14	1.42	0.29	0.965	0.77	0.65	9.71	10.44	301	1313.87	2.87	0.17	52.5	-12.5	-10.5	2	0	73.79	0.07	-1.88	3761.25	12.28	A Slot2 Port1	A2025061102	03A	9.88	9.53	2.66	5	-95	780	1075	-8.23	-8.28	-8.09	-8.15	73.45	0.04	2.3895	1.7448	0.9426	0.6374	75.54	92	82.68	72.27	2015	2.00E-06	2.00E-06	593.96	1081.19	1565.2	2063.74	0.17			
A2026022411572904395	240016222	P174252700089	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Fail	TW82915	2026/2/24 11:57	0	0	1_HT	Pass	0	2.08	395	759	-6	-6.25	0.25	-64.83	14.59	2.63	-0.55	577.34	37.65	2.42	3.28	3.27	0.01	51.68	24.38	73.88	-26.5						2.2	4.93	1.45	0.75	0.964	0.66	0.79	8.68	9.56	338	1313.57	2.57	0.17	54.9	-13.1	-11.3	1.8	0	73.97	0.09	-0.61	3966.25	12.99	A Slot2 Port1	A2025061102	03A	10.38	9.61	2.35	5	-95	780	1070	-8.79	-8.84	-8.67	-8.72	75.27	-0.39	2.3871	1.7546	0.9512	0.6435	77.33	95	85.36	74.15	2010	2.00E-06	2.00E-06	777.58	1366.34	1966.4	2575.84	-0.22			
A2026022411572904395	240016222	P174252700089	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Fail	TW82915	2026/2/24 11:57	0	0	2_HT	Pass	0	1.76	395	732	-6	-7.31	1.31	-77.49	12.98	2.36	-0.6	415.61	37.99	0.78	3.28	3.27	0.01	51.68	24.38	73.88	-34						1.85	4.9	1.04	0.81	0.964	0.48	0.56	8.82	9.26	338	1313.62	2.62	0.17	54.83	-12.1	-10.1	2	0	73.97	0.09	-0.61	3966.25	12.99	A Slot2 Port1	A2025061102	03A	10.51	8.81	1.9	5	-95	780	1085	-8.36	-8.41	-7.98	-8.03	75.27	-0.34	2.3871	1.7546	0.9512	0.6435	77.33	95	85.36	74.15	2025	2.00E-06	2.00E-06	702.21	1216.93	1744.1	2274.44	-0.17			
A2026022411572904395	240016222	P174252700089	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Fail	TW82915	2026/2/24 11:57	0	0	3_HT	Pass	0	1.49	395	685	-6	-7.14	1.14	-38.26	13.14	2.54	-1.05	342.49	40.8	2.11	3.28	3.27	0.01	51.68	24.38	73.88	-28.96						1.65	4.99	1.31	0.34	0.986	0.62	0.69	9.12	8.68	338	1313.67	2.67	0.17	54.86	-12.5	-10.5	2	0	73.97	0.09	-0.61	3966.25	12.99	A Slot2 Port1	A2025061102	03A	9.5	8.46	2.38	5	-95	780	1090	-8.27	-8.32	-7.91	-7.97	75.27	-0.29	2.3871	1.7546	0.9512	0.6435	77.33	95	85.36	74.15	2030	2.00E-06	2.00E-06	632.6	1123.78	1615.48	2112.26	-0.12			
A2026022411572904395	240016222	P174252700089	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Fail	TW82915	2026/2/24 11:57	0	0	4_HT	Pass	0	1.27	395	789	-6	-7.33	1.33	-33.6	14.16	2.55	-1.28	-512.74	38.19	1.46	3.28	3.27	0.01	51.68	24.38	73.88	-28.46						1.25	4.74	1.23	0.02	0.982	0.46	0.77	9.71	9.56	338	1313.72	2.72	0.17	54.87	-12.5	-10.3	2.2	0	73.97	0.09	-0.61	3966.25	12.99	A Slot2 Port1	A2025061102	03A	10.47	8.49	2.13	5	-95	780	1085	-8	-8.05	-7.72	-7.77	75.27	-0.24	2.3871	1.7546	0.9512	0.6435	77.33	95	85.36	74.15	2025	2.00E-06	2.00E-06	665.91	1137.57	1614.75	2094.07	-0.07			
A2026022411572904395	240016222	P174252700089	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Fail	TW82915	2026/2/24 11:57	0	0	5_HT	Fail	LosD ACH5 -9.50.	1.38	430	894	-6	-8.13	2.13	-41.34	12.86	2.38	-1	-775.99	34.68	1.65	3.28	3.27	0.01	51.68	24.38	73.88	-21.97						1.49	4.92	1.37	0.12	0.939	0.62	0.75	8.68	9.85	322	1313.92	2.92	0.17	51.03	-11.5	-9.5	2	0	73.97	0.09	-0.61	3966.25	12.99	A Slot2 Port1	A2025061102	03A	9.6	8.25	2.55	5	-95	780	1075	-7.48	-7.53	-7.25	-7.3	75.07	-0.17	2.3871	1.7546	0.9512	0.6435	77.18	95	85.36	74.15	2015	2.00E-06	2.00E-06	626.64	1083.96	1557.84	2042.09	0.01			
A2026022411572904395	240016222	P174252700089	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Fail	TW82915	2026/2/24 11:57	0	0	6_HT	Pass	0	0.86	430	748	-6	-6.78	0.78	-46.6	12.76	1.9	-1.04	-1249.1	35.35	1.67	3.28	3.27	0.01	51.68	24.38	73.88	-22.47						1.15	5.18	1.24	-0.09	0.965	0.48	0.76	8.97	9.41	322	1313.95	2.95	0.18	51.07	-12.9	-10.7	2.2	0	73.97	0.09	-0.61	3966.25	12.99	A Slot2 Port1	A2025061102	03A	10.59	9.27	2.14	5	-95	780	1090	-9.05	-9.1	-8.8	-8.86	75.07	-0.13	2.3871	1.7546	0.9512	0.6435	77.18	95	85.36	74.15	2030	2.00E-06	2.00E-06	522.69	961.14	1401.87	1853.06	0.05			
A2026022411572904395	240016222	P174252700089	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Fail	TW82915	2026/2/24 11:57	0	0	7_HT	Pass	0	1.01	430	802	-6	-7.38	1.38	-54.01	13.18	2.59	-1.58	-545.74	34.22	0.67	3.28	3.27	0.01	51.68	24.38	73.88	-25.19						1.15	4.97	1.32	-0.17	0.987	0.66	0.66	9.41	9.56	322	1313.98	2.98	0.16	51.17	-12.1	-10.1	2	0	73.97	0.09	-0.61	3966.25	12.99	A Slot2 Port1	A2025061102	03A	10.04	8.42	2.41	5	-95	780	1085	-7.9	-7.96	-7.9	-7.95	75.07	-0.11	2.3871	1.7546	0.9512	0.6435	77.18	95	85.36	74.15	2025	2.00E-06	2.00E-06	559.72	983.06	1409.31	1837.78	0.07			
A2026022411572904395	240016222	P174252700089	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Fail	TW82915	2026/2/24 11:57	0	0	8_HT	Pass	0	1.98	430	891	-6	-6.99	0.99	-59.05	14.31	3.24	-1.26	-312.66	36.33	1.98	3.28	3.27	0.01	51.68	24.38	73.88	-24.69						1.86	4.61	1.07	0.79	0.984	0.48	0.59	8.97	9.85	322	1314.01	3.01	0.17	51.03	-12.5	-10.5	2	0	73.97	0.09	-0.61	3966.25	12.99	A Slot2 Port1	A2025061102	03A	10.05	9.26	2.12	5	-95	780	1070	-8.24	-8.29	-8.15	-8.2	75.07	-0.08	2.3871	1.7546	0.9512	0.6435	77.18	95	85.36	74.15	2010	2.00E-06	2.00E-06	751.55	1264.51	1777.49	2296.64	0.1			
A2026022318515217781	240016222	P174252708087	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 18:51	0	0	1_HT	Pass	0	0.92	223	856	-6	-6.44	0.44	-48.96	12.95	1.39	-0.47	628.35	66.09	1.16	3.27	3.27	0	714.48	24	73.96	-22.83						1.08	4.99	1.63	-0.55	0.956	0.59	1.04	9.12	9.41	261	1313.27	2.27	0.17	55.33	-12.9	-11.1	1.8	0	73.28	-0.68	0.08	3856.25	12.63	B Slot4 Port1	B2025061904	03B	10.13	8.71	2.62	5	-95	780	1070	-9.17	-9.22	-8.99	-9.05	73.45	-0.49	2.3871	1.7497	0.9365	0.6386	75.49	91	81.79	72.33	2010	2.00E-06	2.00E-06	589.85	1030.71	1486.14	1942.41	-0.27			
A2026022318515217781	240016222	P174252708087	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 18:51	0	0	2_HT	Pass	0	0.67	223	806	-6	-6.54	0.54	-59.3	13.08	1.36	-0.69	716.29	65.42	1.83	3.27	3.27	0	714.48	24	73.96	-30.05						0.97	5.2	1.39	-0.42	0.945	0.5	0.89	8.82	10.15	261	1313.27	2.27	0.18	55.22	-12.9	-10.9	2	0	73.28	-0.68	0.08	3856.25	12.63	B Slot4 Port1	B2025061904	03B	10.79	8.84	2.56	5	-95	780	1090	-9.19	-9.24	-8.86	-8.92	73.45	-0.49	2.3871	1.7497	0.9365	0.6386	75.49	91	81.79	72.33	2030	2.00E-06	2.00E-06	511.71	923.98	1348.5	1783.64	-0.27			
A2026022318515217781	240016222	P174252708087	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 18:51	0	0	3_HT	Pass	0	1.29	223	756	-6	-6.22	0.22	-53.91	13.34	2.34	-1.05	413.24	80.79	2.56	3.27	3.27	0	714.48	24	73.96	-29.95						1.57	5.17	1.28	0.29	0.96	0.49	0.79	8.53	10.15	261	1313.27	2.27	0.17	55.35	-13.1	-11.3	1.8	0	73.28	-0.68	0.08	3856.25	12.63	B Slot4 Port1	B2025061904	03B	10.51	8.18	2.52	5	-95	780	1095	-9.27	-9.32	-8.93	-8.99	73.45	-0.48	2.3871	1.7497	0.9365	0.6386	75.49	91	81.79	72.33	2035	2.00E-06	2.00E-06	590.83	1063.35	1546.88	2037.53	-0.26			
A2026022318515217781	240016222	P174252708087	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 18:51	0	0	4_HT	Pass	0	0.73	223	784	-6	-5.98	-0.02	-36.01	14.39	1.82	-1.09	-163.29	74.23	1.71	3.27	3.27	0	714.48	24	73.96	-23.21						1.03	5.19	1.34	-0.31	0.948	0.45	0.89	8.68	9.71	261	1313.27	2.27	0.18	55.26	-13.7	-11.7	2	0	73.28	-0.68	0.08	3856.25	12.63	B Slot4 Port1	B2025061904	03B	9.91	8.03	2.49	5	-95	780	1075	-9.3	-9.35	-9.02	-9.08	73.45	-0.49	2.3871	1.7497	0.9365	0.6386	75.49	91	81.79	72.33	2015	2.00E-06	2.00E-06	554.93	996.75	1448.19	1912.47	-0.27			
A2026022318515217781	240016222	P174252708087	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 18:51	0	0	5_HT	Pass	0	1.15	335	777	-6	-6.75	0.75	-26.43	12.67	1.49	-0.34	-382.86	77.35	0.78	3.27	3.27	0	714.48	24	73.96	-22.76						1.17	4.8	1.35	-0.18	0.961	0.55	0.8	8.68	9.71	361	1313.5	2.5	0.17	56.18	-12.9	-10.9	2	0	73.28	-0.68	0.08	3856.25	12.63	B Slot4 Port1	B2025061904	03B	10.16	8.48	2.32	5	-95	780	1075	-8.98	-9.03	-8.73	-8.78	73.51	-0.28	2.3871	1.7497	0.9365	0.6386	75.6	91	81.79	72.33	2015	2.00E-06	2.00E-06	593.71	1017.77	1451.17	1891.28	-0.05			
A2026022318515217781	240016222	P174252708087	TP2+TP3 HT TEST	4.00454E+11	T169100001641	T169100001641	Pass	TW83869	2026/2/23 18:51	0	0	6_HT	Pass	0	0.99	335	751	-6	-6.89	0.89	-34.92	11.25	1.91	-0.92	41.74	67.68	2.53	3.27	3.27	0	714.48	24	73.96	-26.36						0.96	4.73	1.32	-0.36	0.981	0.51	0.81	8.38	10	361	1313.51	2.51	0.17	56.13	-12.7	-10.5	2.2	0	73.28	-0.68	0.08	3856.25	12.63	B Slot4 Port1	B2025061904	03B	10.21	8.68	2.51	5	-95	780	1080	-9.57	-9.62	-9.28	-9.33	73.51	-0.27	2.3871	1.7497	0.9365	0.6386	75.6	91	81.79	72.33	2020	2.00E-06	2.00E-06	581.63	991.39	1406.56	1822.77	-0.04			
