TESTNUMBER,WO,TESTSN,OPERATION,PN,EQUPMENT,FIXTUREID,TESTRESULT,TESTOP,TESTDATE,TESTREASON,TEST_STATUS,CHNumber,CH_Pass_Fail,FailureCodeID,Power(dBm),Bias_Setpoint,Tops_Setpoint,RxP1,DD_RxP1,dRxP1,Rxp_Offset,Rxp_Slope,DDMI_TxP,dTxP,Txp_Offset,Txp_Slope,Tops_off,I2C_Vcc,DDMI_Vcc,dVcc(%),Vcc_Offset,Vcc_Slope,DDMI_Temp,Tx_Disable(dBm),Tops_Mid,TXP_MPDOut_4.5dB,TXP_MPDOut_3.5dB,TXP_MPDOut_3dB,TXP_MPDOut_2.5dB,Outer_OMA(dB),Outer_ER(dB),TDECQ(dB),OMA_TDECQ(dB),RLM,Ceq(dB),TDECQ_Ceq(dB),Rise_Time(ps),Fall_Time(ps),DDMI_Bias(mA),WL(nm),error_WL(nm),ndB_Width(nm),SMSR(dB),LOS_A,LOS_D,LOS_Hys,Tops_room,Case_Temp,dTemp,Tempoffset,ICC(mA),HP_CP(W),Location,Port_SN,AOIBert_SN,Overshoot,Undershoot,TDECQ_4.8E-6,Vbias,Tap2,Tap3,Low_Eye,Sen_MSB,OMA_Sen_MSB,Sen_LSB,OMA_Sen_LSB,LD_Temp,Mode_hopping2,DSP_VCC2.6,DSP_VCC1.8,DSP_VCC0.9,DSP_VCC0.7,LD_Temp_Cal,DSP_Temp,DSP_Temp_Cal,NTC_Temp,Up_Eye,MSB_BER,LSB_BER,Level0,Level1,Level2,Level3,Mode_hopping,Sen,OMA_Sen,RSSI
A2026022405590993053,240016222,P168252501793,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW83887,2026/2/24 05:59,0,0,3_LT,Pass,0,2.8,300,684,-6,-6.32,0.32,-30,14.51,2.44,0.36,263.97,53.77,1.23,3.31,3.3,0,1199.97,23.7,-0.05,-19.68,,,,,,2.6,4.51,1.37,1.23,0.969,0.21,1.16,9.12,9.26,181,1307.12,-3.88,0.16,57.83,-13.3,-11.3,2,0,-1,-0.95,-1.84,3380,11.17,A Slot6 Port1,A2025061106,02A,8.34,7.76,3.12,5,-95,780,1060,-9.11,-9.16,-8.96,-9.02,2.34,0.43,2.4029,1.746,0.9377,0.6325,3.55,15,13.87,10.95,2000,2.00E-06,2.00E-06,990.51,1624.21,2263.12,2914.51,0.37,,,
A2026022405590993053,240016222,P168252501793,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW83887,2026/2/24 05:59,0,0,4_LT,Pass,0,2.32,300,684,-6,-5.78,-0.22,-61.91,16.59,2.26,0.06,-560.11,56.42,1.49,3.31,3.3,0,1199.97,23.7,-0.05,-19.13,,,,,,2.34,4.8,1,1.34,0.957,0.11,0.89,10,8.97,181,1307.13,-3.87,0.16,57.85,-13.7,-11.7,2,0,-1,-0.95,-1.84,3380,11.17,A Slot6 Port1,A2025061106,02A,8.59,7.43,2.34,5,-95,780,1060,-9.35,-9.41,-9.28,-9.33,2.34,0.44,2.4029,1.746,0.9377,0.6325,3.55,15,13.87,10.95,2000,2.00E-06,2.00E-06,840,1428.35,2026.02,2638.25,0.37,,,
A2026022405590993053,240016222,P168252501793,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW83887,2026/2/24 05:59,0,0,5_LT,Pass,0,1.49,400,854,-6,-5.73,-0.27,-19.44,14.16,1.55,-0.06,-137.84,45.68,1.65,3.31,3.3,0,1199.97,23.7,-0.05,-25.17,,,,,,1.55,4.85,1.66,-0.11,0.958,0.28,1.38,7.94,9.26,165,1307,-4,0.15,55.87,-13.9,-11.9,2,0,-1,-0.95,-1.84,3380,11.17,A Slot6 Port1,A2025061106,02A,8,6.83,3.46,5,-95,780,1090,-10.16,-10.22,-10.06,-10.12,2.19,0.39,2.4029,1.746,0.9377,0.6325,3.41,15,13.87,10.95,2030,2.00E-06,2.00E-06,727.91,1249.21,1770.4,2308.14,0.32,,,
A2026022405590993053,240016222,P168252501793,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW83887,2026/2/24 05:59,0,0,6_LT,Pass,0,1.93,400,875,-6,-5.56,-0.44,-28.56,13.9,2.04,-0.11,-143.91,44.92,0.65,3.31,3.3,0,1199.97,23.7,-0.05,-24.54,,,,,,2.11,5.02,1.06,1.05,0.942,0.15,0.91,8.82,10,165,1307.01,-3.99,0.16,55.84,-13.9,-12.1,1.8,0,-1,-0.95,-1.84,3380,11.17,A Slot6 Port1,A2025061106,02A,8.54,6.87,2.71,5,-95,780,1075,-10.77,-10.82,-10.49,-10.54,2.19,0.4,2.4029,1.746,0.9377,0.6325,3.41,15,13.87,10.95,2015,2.00E-06,2.00E-06,707.89,1231.5,1768.66,2322.62,0.33,,,
A2026022405590993053,240016222,P168252501793,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW83887,2026/2/24 05:59,0,0,7_LT,Pass,0,2.65,400,886,-6,-6.48,0.48,-47.56,14.35,2.28,0.37,-185.46,44.36,1.55,3.31,3.3,0,1199.97,23.7,-0.05,-26.5,,,,,,2.41,4.46,1.64,0.77,0.982,0.34,1.3,8.68,10.88,165,1307.02,-3.98,0.16,55.9,-12.9,-10.9,2,0,-1,-0.95,-1.84,3380,11.17,A Slot6 Port1,A2025061106,02A,7.7,6.95,4.18,5,-95,780,1070,-9.63,-9.68,-9.39,-9.44,2.19,0.4,2.4029,1.746,0.9377,0.6325,3.41,15,13.87,10.95,2010,2.00E-06,2.00E-06,996.57,1618.37,2249.98,2879.1,0.33,,,
A2026022405590993053,240016222,P168252501793,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW83887,2026/2/24 05:59,0,0,8_LT,Pass,0,2.07,400,881,-6,-6.47,0.47,-45.19,13.94,1.94,0.13,-79.79,40.17,2.45,3.31,3.3,0,1199.97,23.7,-0.05,-27.59,,,,,,1.97,4.64,1.08,0.89,0.952,0.28,0.8,9.12,9.12,165,1307.03,-3.97,0.15,55.81,-12.9,-10.9,2,0,-1,-0.95,-1.84,3380,11.17,A Slot6 Port1,A2025061106,02A,8.24,7.47,2.09,5,-95,780,1075,-9.54,-9.59,-9.28,-9.33,2.19,0.41,2.4029,1.746,0.9377,0.6325,3.41,15,13.87,10.95,2015,2.00E-06,2.00E-06,870.09,1455.37,2045.17,2654.25,0.34,,,
A2026022411201227544,240016222,P174252700089,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/24 11:20,0,0,1_LT,Pass,0,2.52,395,759,-6,-6.23,0.23,-64.83,14.59,2.64,-0.12,577.34,37.65,2.42,3.28,3.28,0,51.68,24.38,-0.09,-29.65,,,,,,2.42,4.64,1.28,1.14,0.949,0.12,1.16,9.41,9.71,215,1306.97,-4.03,0.15,56.18,-13.1,-11.3,1.8,0,-0.4,-0.31,0.01,3522.5,11.54,A Slot6 Port1,A2025061106,02A,7.77,7.45,2.31,5,-95,780,1070,-9.66,-9.72,-9.51,-9.57,2.99,0.32,2.4017,1.7546,0.9487,0.6386,4.21,15,13.87,11.62,2010,2.00E-06,2.00E-06,927.25,1533.83,2156.97,2794.53,0.29,,,
A2026022411201227544,240016222,P174252700089,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/24 11:20,0,0,2_LT,Pass,0,2.4,395,732,-6,-6.61,0.61,-77.49,12.98,2.37,0.03,415.61,37.99,0.78,3.28,3.28,0,51.68,24.38,-0.09,-28.57,,,,,,2.26,4.59,1.12,1.14,0.971,0.03,1.09,8.97,10.29,215,1306.98,-4.02,0.16,56.3,-12.7,-10.7,2,0,-0.4,-0.31,0.01,3522.5,11.54,A Slot6 Port1,A2025061106,02A,8.96,7.67,1.88,5,-95,780,1085,-9.73,-9.78,-9.23,-9.28,2.99,0.33,2.4017,1.7546,0.9487,0.6386,4.21,15,13.87,11.62,2025,2.00E-06,2.00E-06,851.24,1409.21,1973.28,2546.41,0.3,,,
A2026022411201227544,240016222,P174252700089,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/24 11:20,0,0,3_LT,Pass,0,2.73,395,685,-6,-6.21,0.21,-38.26,13.14,2.66,0.07,342.49,40.8,2.11,3.28,3.28,0,51.68,24.38,-0.09,-32.92,,,,,,2.57,4.57,1.48,1.09,0.976,0.15,1.33,8.82,8.53,215,1307,-4,0.15,55.91,-13.3,-11.3,2,0,-0.4,-0.31,0.01,3522.5,11.54,A Slot6 Port1,A2025061106,02A,8.51,7.54,2.68,5,-95,780,1090,-9.88,-9.93,-9.52,-9.58,2.99,0.35,2.4017,1.7546,0.9487,0.6386,4.21,15,13.87,11.62,2030,2.00E-06,2.00E-06,969.23,1613.79,2259.32,2916.29,0.32,,,
A2026022411201227544,240016222,P174252700089,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/24 11:20,0,0,4_LT,Pass,0,2.5,395,789,-6,-5.92,-0.08,-33.6,14.16,2.58,-0.08,-512.74,38.19,1.46,3.28,3.28,0,51.68,24.38,-0.09,-27.58,,,,,,2.26,4.47,1.01,1.25,0.959,0.05,0.96,8.68,8.82,215,1307.01,-3.99,0.15,55.98,-13.9,-11.7,2.2,0,-0.4,-0.31,0.01,3522.5,11.54,A Slot6 Port1,A2025061106,02A,8.97,7.05,1.75,5,-95,780,1085,-9.87,-9.92,-9.55,-9.61,2.99,0.36,2.4017,1.7546,0.9487,0.6386,4.21,15,13.87,11.62,2025,2.00E-06,2.00E-06,979.3,1588.64,2215.32,2845.32,0.33,,,
A2026022411201227544,240016222,P174252700089,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/24 11:20,0,0,5_LT,Pass,0,1.96,385,894,-6,-6.17,0.17,-41.34,12.86,1.9,0.06,-775.99,34.68,1.65,3.28,3.28,0,51.68,24.38,-0.09,-20.8,,,,,,1.76,4.52,1.36,0.4,0.955,0.12,1.24,8.97,9.56,171,1307.01,-3.99,0.16,55.38,-13.5,-11.3,2.2,0,-0.4,-0.31,0.01,3522.5,11.54,A Slot6 Port1,A2025061106,02A,8.77,7.42,4.96,5,-95,780,1075,-10.14,-10.2,-9.8,-9.85,2.74,0.24,2.4017,1.7546,0.9487,0.6386,3.96,15,13.87,11.62,2015,2.00E-06,2.00E-06,826.76,1357.13,1893.23,2444.87,0.21,,,
A2026022411201227544,240016222,P174252700089,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/24 11:20,0,0,6_LT,Pass,0,1.85,385,748,-6,-6.17,0.17,-46.6,12.76,1.43,0.42,-1249.1,35.35,1.67,3.28,3.28,0,51.68,24.38,-0.09,-21.38,,,,,,1.84,4.76,1.01,0.83,0.958,-0.05,1.06,7.94,8.97,171,1307.04,-3.96,0.17,55.32,-13.1,-11.5,1.6,0,-0.4,-0.31,0.01,3522.5,11.54,A Slot6 Port1,A2025061106,02A,9.09,7.66,3.89,5,-95,780,1090,-10.1,-10.15,-9.85,-9.91,2.74,0.28,2.4017,1.7546,0.9487,0.6386,3.96,15,13.87,11.62,2030,2.00E-06,2.00E-06,782.57,1327.02,1875.18,2438.92,0.25,,,
A2026022411201227544,240016222,P174252700089,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/24 11:20,0,0,7_LT,Pass,0,2.69,385,802,-6,-6.9,0.9,-54.01,13.18,2.06,0.63,-545.74,34.22,0.67,3.28,3.28,0,51.68,24.38,-0.09,-22.58,,,,,,2.33,4.32,1.42,0.91,0.996,0.14,1.28,8.24,9.85,171,1307.06,-3.94,0.15,55.08,-12.5,-10.5,2,0,-0.4,-0.31,0.01,3522.5,11.54,A Slot6 Port1,A2025061106,02A,9.02,7.73,4.54,5,-95,780,1085,-8.64,-8.7,-8.51,-8.56,2.74,0.29,2.4017,1.7546,0.9487,0.6386,3.96,15,13.87,11.62,2025,2.00E-06,2.00E-06,983.95,1581.08,2178.31,2777.35,0.26,,,
A2026022411201227544,240016222,P174252700089,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/24 11:20,0,0,8_LT,Pass,0,2.57,385,891,-6,-6.57,0.57,-59.05,14.31,2.77,-0.2,-312.66,36.33,1.98,3.28,3.28,0,51.68,24.38,-0.09,-24.78,,,,,,2.15,4.25,0.68,1.47,0.98,-0.05,0.73,9.26,9.71,171,1307.08,-3.92,0.15,55.23,-12.9,-10.9,2,0,-0.4,-0.31,0.01,3522.5,11.54,A Slot6 Port1,A2025061106,02A,8.42,7.46,3.91,5,-95,780,1070,-9.14,-9.19,-9.01,-9.07,2.74,0.31,2.4017,1.7546,0.9487,0.6386,3.96,15,13.87,11.62,2010,2.00E-06,2.00E-06,972.72,1544.1,2121.28,2704,0.28,,,
A2026022317265094501,240016222,P174252708087,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/23 17:26,0,0,1_LT,Pass,0,0.68,188,856,-6,-6.57,0.57,-48.96,12.95,0.93,-0.25,628.35,66.09,1.16,3.28,3.28,0,714.48,24,-0.6,-25.31,,,,,,0.37,4.38,1.38,-1.01,0.981,0.11,1.27,8.82,9.56,157,1306.99,-4.01,0.15,57.53,-12.9,-10.9,2,0,-0.43,0.17,-1.13,3472.5,11.38,A Slot5 Port1,A2025061105,02A,8.59,7.97,2.94,5,-95,780,1070,-9.69,-9.75,-9.42,-9.47,2.52,0.4,2.3993,1.7497,0.9353,0.6361,3.73,14,12.97,11.31,2010,2.00E-06,2.00E-06,624.19,1009.1,1398.31,1789.79,0.41,,,
A2026022317265094501,240016222,P174252708087,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/23 17:26,0,0,2_LT,Pass,0,0.67,188,806,-6,-6.44,0.44,-59.3,13.08,0.99,-0.32,716.29,65.42,1.83,3.28,3.28,0,714.48,24,-0.6,-27.73,,,,,,0.53,4.59,0.99,-0.46,0.984,-0.04,1.03,8.97,9.56,157,1307,-4,0.16,57.3,-12.9,-11.1,1.8,0,-0.43,0.17,-1.13,3472.5,11.38,A Slot5 Port1,A2025061105,02A,8.94,7.44,2.62,5,-95,780,1090,-9.82,-9.87,-9.51,-9.56,2.52,0.41,2.3993,1.7497,0.9353,0.6361,3.73,14,12.97,11.31,2030,2.00E-06,2.00E-06,612.03,1017.82,1425.62,1837.42,0.42,,,
A2026022317265094501,240016222,P174252708087,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/23 17:26,0,0,3_LT,Pass,0,2.1,188,756,-6,-6.22,0.22,-53.91,13.34,1.95,0.15,413.24,80.79,2.56,3.28,3.28,0,714.48,24,-0.6,-27.12,,,,,,1.77,4.36,1.27,0.5,0.984,0.01,1.26,9.71,9.85,157,1307.01,-3.99,0.15,57.41,-13.3,-11.1,2.2,0,-0.43,0.17,-1.13,3472.5,11.38,A Slot5 Port1,A2025061105,02A,9.5,8.3,2.8,5,-95,780,1095,-9.77,-9.82,-9.65,-9.7,2.52,0.43,2.3993,1.7497,0.9353,0.6361,3.73,14,12.97,11.31,2035,2.00E-06,2.00E-06,833.91,1358.2,1876.17,2394.1,0.44,,,
A2026022317265094501,240016222,P174252708087,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/23 17:26,0,0,4_LT,Pass,0,1.78,188,784,-6,-6.08,0.08,-36.01,14.39,1.49,0.29,-163.29,74.23,1.71,3.28,3.28,0,714.48,24,-0.6,-22.75,,,,,,1.4,4.3,1.18,0.22,0.992,-0.04,1.22,8.82,8.68,157,1307.01,-3.99,0.16,57.55,-13.7,-11.5,2.2,0,-0.43,0.17,-1.13,3472.5,11.38,A Slot5 Port1,A2025061105,02A,8.45,7.37,2.41,5,-95,780,1075,-9.76,-9.82,-9.7,-9.75,2.52,0.42,2.3993,1.7497,0.9353,0.6361,3.73,14,12.97,11.31,2015,2.00E-06,2.00E-06,795.56,1272.02,1743.66,2219.23,0.43,,,
A2026022317265094501,240016222,P174252708087,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/23 17:26,0,0,5_LT,Pass,0,0.77,285,777,-6,-6.19,0.19,-26.43,12.67,0.87,-0.1,-382.86,77.35,0.78,3.28,3.28,0,714.48,24,-0.6,-23.11,,,,,,0.86,4.9,1.37,-0.51,0.927,0.03,1.34,8.53,9.85,185,1306.76,-4.24,0.17,57.15,-13.5,-11.5,2,0,-0.43,0.17,-1.13,3472.5,11.38,A Slot5 Port1,A2025061105,02A,8.76,6.61,3.02,5,-95,780,1075,-10.26,-10.31,-10.23,-10.28,2.54,0.17,2.3993,1.7497,0.9353,0.6361,3.77,14,12.97,11.31,2015,2.00E-06,2.00E-06,596.66,1015.11,1447.56,1896.83,0.17,,,
A2026022317265094501,240016222,P174252708087,TP2+TP3 LT TEST,4.00454E+11,T157100001946,T157100001946,Pass,TW82450,2026/2/23 17:26,0,0,6_LT,Pass,0,0.16,285,751,-6,-6.29,0.29,-34.92,11.25,1.11,-0.95,41.74,67.68,2.53,3.28,3.28,0,714.48,24,-0.6,-25.33,,,,,,0.16,4.77,1.25,-1.09,0.934,0.05,1.2,9.41,9.41,185,1306.79,-4.21,0.16,57.25,-13.3,-11.1,2.2,0,-0.43,0.17,-1.13,3472.5,11.38,A Slot5 Port1,A2025061105,02A,9.03,7.69,2.4,5,-95,780,1080,-11,-11.05,-10.74,-10.8,2.54,0.2,2.3993,1.7497,0.9353,0.6361,3.77,14,12.97,11.31,2020,2.00E-06,2.00E-06,484.8,817.28,1158.72,1512.62,0.2,,,
